index,brewery_wa,brewery_prod,month,production
1493,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,April,22.0
1881,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,May,12.0
2269,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,June,12.0
2657,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,July,15.0
3045,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,August,12.0
3433,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,September,12.0
3821,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,October,12.0
4209,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,November,18.0
4597,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,December,
4985,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,total_annual,154.0
330,ten pin brewing company,TEN PIN BREWING,January,97.56
718,ten pin brewing company,TEN PIN BREWING,February,66.05
1106,ten pin brewing company,TEN PIN BREWING,March,88.05
1494,ten pin brewing company,TEN PIN BREWING,April,139.53
1882,ten pin brewing company,TEN PIN BREWING,May,129.23
2270,ten pin brewing company,TEN PIN BREWING,June,124.18
2658,ten pin brewing company,TEN PIN BREWING,July,189.65
3046,ten pin brewing company,TEN PIN BREWING,August,132.24
3434,ten pin brewing company,TEN PIN BREWING,September,111.24
3822,ten pin brewing company,TEN PIN BREWING,October,58.37
4210,ten pin brewing company,TEN PIN BREWING,November,106.16
4598,ten pin brewing company,TEN PIN BREWING,December,40.71
4986,ten pin brewing company,TEN PIN BREWING,total_annual,1282.97
331,terramar brewing and distilling,TERRAMAR,January,18.29
719,terramar brewing and distilling,TERRAMAR,February,13.31
1107,terramar brewing and distilling,TERRAMAR,March,34.78
1495,terramar brewing and distilling,TERRAMAR,April,37.73
1883,terramar brewing and distilling,TERRAMAR,May,30.27
2271,terramar brewing and distilling,TERRAMAR,June,31.14
2659,terramar brewing and distilling,TERRAMAR,July,46.04
3047,terramar brewing and distilling,TERRAMAR,August,38.11
3435,terramar brewing and distilling,TERRAMAR,September,40.57
3823,terramar brewing and distilling,TERRAMAR,October,45.14
4211,terramar brewing and distilling,TERRAMAR,November,19.24
4599,terramar brewing and distilling,TERRAMAR,December,22.48
4987,terramar brewing and distilling,TERRAMAR,total_annual,377.1
332,the good society brewery,THE GOOD SOCIETY,January,19.29
720,the good society brewery,THE GOOD SOCIETY,February,27.88
1108,the good society brewery,THE GOOD SOCIETY,March,29.0
1496,the good society brewery,THE GOOD SOCIETY,April,28.32
1884,the good society brewery,THE GOOD SOCIETY,May,30.96
2272,the good society brewery,THE GOOD SOCIETY,June,27.7
2660,the good society brewery,THE GOOD SOCIETY,July,27.06
3048,the good society brewery,THE GOOD SOCIETY,August,34.83
3436,the good society brewery,THE GOOD SOCIETY,September,36.3
3824,the good society brewery,THE GOOD SOCIETY,October,32.95
4212,the good society brewery,THE GOOD SOCIETY,November,19.51
4600,the good society brewery,THE GOOD SOCIETY,December,22.05
4988,the good society brewery,THE GOOD SOCIETY,total_annual,335.85
333,the grain shed,THE GRAIN SHED,January,8.91
721,the grain shed,THE GRAIN SHED,February,16.5
1109,the grain shed,THE GRAIN SHED,March,15.83
1497,the grain shed,THE GRAIN SHED,April,
1885,the grain shed,THE GRAIN SHED,May,29.33
2273,the grain shed,THE GRAIN SHED,June,47.62
2661,the grain shed,THE GRAIN SHED,July,18.42
3049,the grain shed,THE GRAIN SHED,August,8.67
3437,the grain shed,THE GRAIN SHED,September,19.25
3825,the grain shed,THE GRAIN SHED,October,18.17
4213,the grain shed,THE GRAIN SHED,November,
4601,the grain shed,THE GRAIN SHED,December,37.08
4989,the grain shed,THE GRAIN SHED,total_annual,219.78000000000003
334,the heavy metal brewing company,THE HEAVY METAL BREWING CO,January,
722,the heavy metal brewing company,THE HEAVY METAL BREWING CO,February,21.5
1110,the heavy metal brewing company,THE HEAVY METAL BREWING CO,March,
1498,the heavy metal brewing company,THE HEAVY METAL BREWING CO,April,21.25
1886,the heavy metal brewing company,THE HEAVY METAL BREWING CO,May,
2274,the heavy metal brewing company,THE HEAVY METAL BREWING CO,June,20.75
2662,the heavy metal brewing company,THE HEAVY METAL BREWING CO,July,
3050,the heavy metal brewing company,THE HEAVY METAL BREWING CO,August,
3438,the heavy metal brewing company,THE HEAVY METAL BREWING CO,September,58.25
3826,the heavy metal brewing company,THE HEAVY METAL BREWING CO,October,
4214,the heavy metal brewing company,THE HEAVY METAL BREWING CO,November,37.0
4602,the heavy metal brewing company,THE HEAVY METAL BREWING CO,December,
4990,the heavy metal brewing company,THE HEAVY METAL BREWING CO,total_annual,158.75
335,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,January,48.14
723,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,February,1.0
1111,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,March,
1499,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,April,
1887,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,May,-3.38
2275,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,June,
2663,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,July,
3051,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,August,
3439,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,September,
3827,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,October,
4215,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,November,
4603,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,December,
4991,the hidden mother brewery,THE HIDDEN MOTHER BREWERY,total_annual,45.76
336,the station u-brew,THE STATION U-BREW,January,8.71
724,the station u-brew,THE STATION U-BREW,February,9.03
1112,the station u-brew,THE STATION U-BREW,March,12.26
1500,the station u-brew,THE STATION U-BREW,April,9.36
1888,the station u-brew,THE STATION U-BREW,May,9.36
2276,the station u-brew,THE STATION U-BREW,June,7.74
2664,the station u-brew,THE STATION U-BREW,July,6.78
3052,the station u-brew,THE STATION U-BREW,August,4.84
3440,the station u-brew,THE STATION U-BREW,September,10.0
3828,the station u-brew,THE STATION U-BREW,October,7.42
4216,the station u-brew,THE STATION U-BREW,November,7.42
4604,the station u-brew,THE STATION U-BREW,December,9.03
4992,the station u-brew,THE STATION U-BREW,total_annual,101.95
337,thirsty crab brewery,THIRSTY CRAB BREWERY,January,12.0
725,thirsty crab brewery,THIRSTY CRAB BREWERY,February,9.0
1113,thirsty crab brewery,THIRSTY CRAB BREWERY,March,12.0
1501,thirsty crab brewery,THIRSTY CRAB BREWERY,April,25.0
1889,thirsty crab brewery,THIRSTY CRAB BREWERY,May,
2277,thirsty crab brewery,THIRSTY CRAB BREWERY,June,26.0
2665,thirsty crab brewery,THIRSTY CRAB BREWERY,July,41.0
3053,thirsty crab brewery,THIRSTY CRAB BREWERY,August,16.0
3441,thirsty crab brewery,THIRSTY CRAB BREWERY,September,29.0
3829,thirsty crab brewery,THIRSTY CRAB BREWERY,October,
4217,thirsty crab brewery,THIRSTY CRAB BREWERY,November,13.0
4605,thirsty crab brewery,THIRSTY CRAB BREWERY,December,9.0
4993,thirsty crab brewery,THIRSTY CRAB BREWERY,total_annual,192.0
338,three bull brewing,THREE BULL BREWING CO,January,4.56
726,three bull brewing,THREE BULL BREWING CO,February,2.23
1114,three bull brewing,THREE BULL BREWING CO,March,3.99
1502,three bull brewing,THREE BULL BREWING CO,April,5.97
1890,three bull brewing,THREE BULL BREWING CO,May,3.04
2278,three bull brewing,THREE BULL BREWING CO,June,4.13
2666,three bull brewing,THREE BULL BREWING CO,July,5.89
3054,three bull brewing,THREE BULL BREWING CO,August,12.2
3442,three bull brewing,THREE BULL BREWING CO,September,3.33
3830,three bull brewing,THREE BULL BREWING CO,October,4.34
4218,three bull brewing,THREE BULL BREWING CO,November,3.94
4606,three bull brewing,THREE BULL BREWING CO,December,2.18
4994,three bull brewing,THREE BULL BREWING CO,total_annual,55.8
339,three magnets brewing,THREE MAGNETS BREWING COMPANY,January,
727,three magnets brewing,THREE MAGNETS BREWING COMPANY,February,
1115,three magnets brewing,THREE MAGNETS BREWING COMPANY,March,
1503,three magnets brewing,THREE MAGNETS BREWING COMPANY,April,
1891,three magnets brewing,THREE MAGNETS BREWING COMPANY,May,129.63
2279,three magnets brewing,THREE MAGNETS BREWING COMPANY,June,208.1
2667,three magnets brewing,THREE MAGNETS BREWING COMPANY,July,41.09
3055,three magnets brewing,THREE MAGNETS BREWING COMPANY,August,175.46
3443,three magnets brewing,THREE MAGNETS BREWING COMPANY,September,93.64
3831,three magnets brewing,THREE MAGNETS BREWING COMPANY,October,22.1
4219,three magnets brewing,THREE MAGNETS BREWING COMPANY,November,228.27
4607,three magnets brewing,THREE MAGNETS BREWING COMPANY,December,
4995,three magnets brewing,THREE MAGNETS BREWING COMPANY,total_annual,898.29
340,timber monster brewing,TIMBER MONSTER BREWING COMPANY,January,8.0
728,timber monster brewing,TIMBER MONSTER BREWING COMPANY,February,
1116,timber monster brewing,TIMBER MONSTER BREWING COMPANY,March,
1504,timber monster brewing,TIMBER MONSTER BREWING COMPANY,April,
1892,timber monster brewing,TIMBER MONSTER BREWING COMPANY,May,
2280,timber monster brewing,TIMBER MONSTER BREWING COMPANY,June,
2668,timber monster brewing,TIMBER MONSTER BREWING COMPANY,July,
3056,timber monster brewing,TIMBER MONSTER BREWING COMPANY,August,
3444,timber monster brewing,TIMBER MONSTER BREWING COMPANY,September,
3832,timber monster brewing,TIMBER MONSTER BREWING COMPANY,October,
4220,timber monster brewing,TIMBER MONSTER BREWING COMPANY,November,
4608,timber monster brewing,TIMBER MONSTER BREWING COMPANY,December,
4996,timber monster brewing,TIMBER MONSTER BREWING COMPANY,total_annual,8.0
341,timber patch brewing,TIMBER PATCH BREWING,January,4.5
729,timber patch brewing,TIMBER PATCH BREWING,February,6.16
1117,timber patch brewing,TIMBER PATCH BREWING,March,6.66
1505,timber patch brewing,TIMBER PATCH BREWING,April,6.0
1893,timber patch brewing,TIMBER PATCH BREWING,May,7.65
2281,timber patch brewing,TIMBER PATCH BREWING,June,7.14
2669,timber patch brewing,TIMBER PATCH BREWING,July,8.16
3057,timber patch brewing,TIMBER PATCH BREWING,August,10.96
3445,timber patch brewing,TIMBER PATCH BREWING,September,9.44
3833,timber patch brewing,TIMBER PATCH BREWING,October,6.46
4221,timber patch brewing,TIMBER PATCH BREWING,November,5.82
4609,timber patch brewing,TIMBER PATCH BREWING,December,5.46
4997,timber patch brewing,TIMBER PATCH BREWING,total_annual,84.41
342,tin dog brewing,TIN DOG BREWING,January,3.56
730,tin dog brewing,TIN DOG BREWING,February,3.17
1118,tin dog brewing,TIN DOG BREWING,March,3.23
1506,tin dog brewing,TIN DOG BREWING,April,4.22
1894,tin dog brewing,TIN DOG BREWING,May,10.4
2282,tin dog brewing,TIN DOG BREWING,June,11.15
2670,tin dog brewing,TIN DOG BREWING,July,
3058,tin dog brewing,TIN DOG BREWING,August,14.76
3446,tin dog brewing,TIN DOG BREWING,September,4.16
3834,tin dog brewing,TIN DOG BREWING,October,4.69
4222,tin dog brewing,TIN DOG BREWING,November,2.26
4610,tin dog brewing,TIN DOG BREWING,December,
4998,tin dog brewing,TIN DOG BREWING,total_annual,61.599999999999994
343,top down brewing company,TOP DOWN BREWING COMPANY,January,15.79
731,top down brewing company,TOP DOWN BREWING COMPANY,February,
1119,top down brewing company,TOP DOWN BREWING COMPANY,March,36.38
1507,top down brewing company,TOP DOWN BREWING COMPANY,April,15.81
1895,top down brewing company,TOP DOWN BREWING COMPANY,May,15.07
2283,top down brewing company,TOP DOWN BREWING COMPANY,June,16.91
2671,top down brewing company,TOP DOWN BREWING COMPANY,July,24.08
3059,top down brewing company,TOP DOWN BREWING COMPANY,August,17.4
3447,top down brewing company,TOP DOWN BREWING COMPANY,September,14.33
3835,top down brewing company,TOP DOWN BREWING COMPANY,October,17.66
4223,top down brewing company,TOP DOWN BREWING COMPANY,November,12.29
4611,top down brewing company,TOP DOWN BREWING COMPANY,December,13.26
4999,top down brewing company,TOP DOWN BREWING COMPANY,total_annual,198.98
344,top frog brewery,TOP FROG BREWERY,January,2.25
732,top frog brewery,TOP FROG BREWERY,February,4.0
1120,top frog brewery,TOP FROG BREWERY,March,4.25
1508,top frog brewery,TOP FROG BREWERY,April,4.0
1896,top frog brewery,TOP FROG BREWERY,May,2.75
2284,top frog brewery,TOP FROG BREWERY,June,5.5
2672,top frog brewery,TOP FROG BREWERY,July,3.0
3060,top frog brewery,TOP FROG BREWERY,August,2.5
3448,top frog brewery,TOP FROG BREWERY,September,4.0
3836,top frog brewery,TOP FROG BREWERY,October,2.0
4224,top frog brewery,TOP FROG BREWERY,November,2.75
4612,top frog brewery,TOP FROG BREWERY,December,6.0
5000,top frog brewery,TOP FROG BREWERY,total_annual,43.0
345,top knot brewing,TOP KNOT BREWING,January,
733,top knot brewing,TOP KNOT BREWING,February,
1121,top knot brewing,TOP KNOT BREWING,March,
1509,top knot brewing,TOP KNOT BREWING,April,
1897,top knot brewing,TOP KNOT BREWING,May,1.94
2285,top knot brewing,TOP KNOT BREWING,June,2.33
2673,top knot brewing,TOP KNOT BREWING,July,7.5
3061,top knot brewing,TOP KNOT BREWING,August,
3449,top knot brewing,TOP KNOT BREWING,September,
3837,top knot brewing,TOP KNOT BREWING,October,4.0
4225,top knot brewing,TOP KNOT BREWING,November,1.25
4613,top knot brewing,TOP KNOT BREWING,December,5.6
5001,top knot brewing,TOP KNOT BREWING,total_annual,22.62
346,top rung brewing company,TOP RUNG BREWING COMPANY,January,37.29
734,top rung brewing company,TOP RUNG BREWING COMPANY,February,37.7
1122,top rung brewing company,TOP RUNG BREWING COMPANY,March,57.17
1510,top rung brewing company,TOP RUNG BREWING COMPANY,April,
1898,top rung brewing company,TOP RUNG BREWING COMPANY,May,96.54
2286,top rung brewing company,TOP RUNG BREWING COMPANY,June,68.3
2674,top rung brewing company,TOP RUNG BREWING COMPANY,July,52.55
3062,top rung brewing company,TOP RUNG BREWING COMPANY,August,54.41
3450,top rung brewing company,TOP RUNG BREWING COMPANY,September,52.45
3838,top rung brewing company,TOP RUNG BREWING COMPANY,October,51.61
4226,top rung brewing company,TOP RUNG BREWING COMPANY,November,44.71
4614,top rung brewing company,TOP RUNG BREWING COMPANY,December,37.92
5002,top rung brewing company,TOP RUNG BREWING COMPANY,total_annual,590.6500000000001
347,trap door brewing,TRAP DOOR BREWING,January,42.88
735,trap door brewing,TRAP DOOR BREWING,February,42.11
1123,trap door brewing,TRAP DOOR BREWING,March,47.33
1511,trap door brewing,TRAP DOOR BREWING,April,63.65
1899,trap door brewing,TRAP DOOR BREWING,May,49.83
2287,trap door brewing,TRAP DOOR BREWING,June,67.26
2675,trap door brewing,TRAP DOOR BREWING,July,57.58
3063,trap door brewing,TRAP DOOR BREWING,August,69.84
3451,trap door brewing,TRAP DOOR BREWING,September,96.7
3839,trap door brewing,TRAP DOOR BREWING,October,62.74
4227,trap door brewing,TRAP DOOR BREWING,November,-0.39
4615,trap door brewing,TRAP DOOR BREWING,December,120.67
5003,trap door brewing,TRAP DOOR BREWING,total_annual,720.2
348,triceratops brewing company,TRICERATOPS BREWING COMPANY,January,44.75
736,triceratops brewing company,TRICERATOPS BREWING COMPANY,February,25.45
1124,triceratops brewing company,TRICERATOPS BREWING COMPANY,March,38.87
1512,triceratops brewing company,TRICERATOPS BREWING COMPANY,April,55.61
1900,triceratops brewing company,TRICERATOPS BREWING COMPANY,May,
2288,triceratops brewing company,TRICERATOPS BREWING COMPANY,June,
2676,triceratops brewing company,TRICERATOPS BREWING COMPANY,July,72.52
3064,triceratops brewing company,TRICERATOPS BREWING COMPANY,August,
3452,triceratops brewing company,TRICERATOPS BREWING COMPANY,September,32.15
3840,triceratops brewing company,TRICERATOPS BREWING COMPANY,October,51.82
4228,triceratops brewing company,TRICERATOPS BREWING COMPANY,November,
4616,triceratops brewing company,TRICERATOPS BREWING COMPANY,December,47.12
5004,triceratops brewing company,TRICERATOPS BREWING COMPANY,total_annual,368.29
349,triple r brewing,TRIPLE R BREWERY,January,
737,triple r brewing,TRIPLE R BREWERY,February,2.16
1125,triple r brewing,TRIPLE R BREWERY,March,0.66
1513,triple r brewing,TRIPLE R BREWERY,April,1.5
1901,triple r brewing,TRIPLE R BREWERY,May,1.0
2289,triple r brewing,TRIPLE R BREWERY,June,0.5
2677,triple r brewing,TRIPLE R BREWERY,July,1.0
3065,triple r brewing,TRIPLE R BREWERY,August,
3453,triple r brewing,TRIPLE R BREWERY,September,1.5
3841,triple r brewing,TRIPLE R BREWERY,October,2.0
4229,triple r brewing,TRIPLE R BREWERY,November,1.5
4617,triple r brewing,TRIPLE R BREWERY,December,2.16
5005,triple r brewing,TRIPLE R BREWERY,total_annual,13.98
350,triplehorn brewing company,TRIPLEHORN BREWING CO,January,60.0
738,triplehorn brewing company,TRIPLEHORN BREWING CO,February,60.0
1126,triplehorn brewing company,TRIPLEHORN BREWING CO,March,55.0
1514,triplehorn brewing company,TRIPLEHORN BREWING CO,April,45.09
1902,triplehorn brewing company,TRIPLEHORN BREWING CO,May,
2290,triplehorn brewing company,TRIPLEHORN BREWING CO,June,87.0
2678,triplehorn brewing company,TRIPLEHORN BREWING CO,July,65.0
3066,triplehorn brewing company,TRIPLEHORN BREWING CO,August,59.0
3454,triplehorn brewing company,TRIPLEHORN BREWING CO,September,62.0
3842,triplehorn brewing company,TRIPLEHORN BREWING CO,October,80.0
4230,triplehorn brewing company,TRIPLEHORN BREWING CO,November,56.0
4618,triplehorn brewing company,TRIPLEHORN BREWING CO,December,51.0
5006,triplehorn brewing company,TRIPLEHORN BREWING CO,total_annual,680.09
351,trusty brewing company,TRUSTY BREWING COMPANY,January,
739,trusty brewing company,TRUSTY BREWING COMPANY,February,13.58
1127,trusty brewing company,TRUSTY BREWING COMPANY,March,
1515,trusty brewing company,TRUSTY BREWING COMPANY,April,
1903,trusty brewing company,TRUSTY BREWING COMPANY,May,3.75
2291,trusty brewing company,TRUSTY BREWING COMPANY,June,2.33
2679,trusty brewing company,TRUSTY BREWING COMPANY,July,
3067,trusty brewing company,TRUSTY BREWING COMPANY,August,
3455,trusty brewing company,TRUSTY BREWING COMPANY,September,
3843,trusty brewing company,TRUSTY BREWING COMPANY,October,
4231,trusty brewing company,TRUSTY BREWING COMPANY,November,
4619,trusty brewing company,TRUSTY BREWING COMPANY,December,
5007,trusty brewing company,TRUSTY BREWING COMPANY,total_annual,19.66
